Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotPorch,HouseRate_Cond_and_Material,Age_of_House
828,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,0,0,1434,0,0,2,0,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,189000,39,Above Average,8
829,60,RL,,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,966,0,2126,0,1,2,1,3,1,TA,Min2,0,,Attchd,Fin,2,TA,TA,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000,225,Average,42
830,160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,623,80,1223,0,0,2,1,2,1,Gd,Typ,0,,Detchd,RFn,2,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400,166,Above Average,1
831,20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,0,0,1392,1,0,1,1,3,1,TA,Typ,2,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,166000,192,Above Average,51
832,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,80,1200,0,0,2,1,2,1,Gd,Typ,0,,Detchd,RFn,2,TA,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000,166,Above Average,1
833,60,RL,44.0,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,888,0,1829,1,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000,39,Good,7
834,20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,0,0,1516,0,0,1,1,3,1,TA,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,167000,152,Above Average,45
835,20,RL,75.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,0,0,1144,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950,0,Above Average,47
836,20,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,0,0,1067,0,0,2,0,2,1,Gd,Min2,0,,Attchd,Unf,2,TA,TA,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,128000,0,Above Average,60
837,30,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,0,0,1559,1,0,1,0,2,1,TA,Min2,0,,Detchd,Unf,2,TA,TA,Y,0,116,230,0,0,0,0,6,2007,COD,Normal,153500,346,Above Average,59
838,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,504,0,987,1,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,100000,0,Above Average,35
839,20,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,0,0,1099,0,0,1,1,3,1,Gd,Typ,0,,Attchd,Unf,1,TA,TA,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,144000,0,Above Average,13
840,50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,432,0,1200,0,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130500,0,Above Average,62
841,70,RH,,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,672,0,1482,0,0,2,0,4,1,Fa,Typ,0,,Detchd,Unf,1,TA,TA,P,0,0,254,0,0,0,0,3,2008,WD,Normal,140000,254,Good,83
842,70,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,581,0,1539,0,0,2,0,3,1,Gd,Typ,1,Po,Detchd,Unf,2,Gd,TA,P,70,78,68,0,0,0,0,6,2008,WD,Normal,157500,146,Good,104
843,80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,0,0,1165,1,0,1,1,3,1,TA,Typ,0,,Attchd,RFn,2,Gd,Gd,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900,129,Good,42
844,90,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,0,0,1800,0,0,2,0,6,2,TA,Typ,0,,,,0,,,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,141000,0,Average,46
845,50,RM,100.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,540,0,1416,0,0,1,1,4,1,TA,Typ,1,Gd,Detchd,Unf,3,TA,TA,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,153900,194,Good,93
846,85,RL,,16647,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,0,0,1701,1,0,2,0,3,1,TA,Min2,2,TA,Basment,Fin,2,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,171000,0,Average,32
847,60,RL,75.0,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,769,0,1775,1,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,213000,264,Above Average,16
848,20,RL,36.0,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,0,0,864,1,0,1,0,3,1,TA,Typ,1,Fa,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,133500,0,Above Average,37
849,50,RL,75.0,45600,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,1051,0,2358,0,0,3,0,5,1,TA,Typ,1,Gd,Detchd,Unf,2,Fa,TA,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,240000,215,Good,100
850,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,761,0,1855,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000,100,Good,31
851,120,RM,36.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,0,0,848,1,0,1,0,1,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500,0,Above Average,4
852,120,RL,,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,0,0,1456,0,0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000,20,Good,3
853,75,RL,53.0,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,728,0,1646,0,0,2,0,4,1,TA,Typ,2,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000,126,Above Average,66
854,80,RL,,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,0,0,1445,0,0,1,1,3,1,TA,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000,0,Above Average,45
855,20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,0,0,1779,1,0,1,1,3,1,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000,730,Average,51
856,20,RL,,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,0,0,1040,1,0,1,1,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000,104,Good,48
857,80,RL,,10970,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,0,0,1026,1,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,Fa,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000,34,Above Average,30
858,60,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,779,0,1481,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000,36,Above Average,15
859,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,0,0,1370,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Family,152000,0,Above Average,33
860,60,RL,,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1142,0,2654,1,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000,287,Good,38
861,50,RL,55.0,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,Y,SBrkr,514,0,1426,0,0,1,1,3,1,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,189950,240,Very Good,89
862,190,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,Y,SBrkr,0,0,1039,1,0,1,1,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,131500,0,Average,45
863,20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,0,0,1097,0,0,2,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,152000,0,Above Average,26
864,20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,0,0,1148,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,132500,0,Average,50
865,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,GasA,Ex,Y,SBrkr,0,0,1372,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,140,0,0,0,0,0,5,2008,New,Partial,250580,140,Above Average,1
866,20,RL,,8750,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,0,0,1002,1,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,148500,0,Above Average,39
867,20,RL,67.0,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,Y,SBrkr,0,0,1646,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,80,0,0,0,0,0,11,2007,New,Partial,248900,80,Good,1
868,20,RL,85.0,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SBrkr,0,0,1120,1,0,1,1,3,1,Fa,Typ,0,,Attchd,RFn,2,TA,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000,0,Average,46
869,60,RL,,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Gd,Y,SBrkr,720,53,2320,0,0,2,0,2,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,P,120,144,0,0,0,0,0,5,2006,WD,Normal,169000,144,Above Average,58
870,60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,Y,SBrkr,887,0,1949,1,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,236000,90,Above Average,17
871,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,0,0,894,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,109500,0,Average,47
872,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,GasA,Ex,Y,SBrkr,878,0,1682,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,200500,77,Above Average,12
873,20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,Y,SBrkr,0,0,910,0,0,1,0,3,1,Gd,Typ,0,,Attchd,Unf,2,TA,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000,150,Above Average,55
874,40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,0,232,1268,0,0,1,0,3,1,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,28,0,0,0,0,0,9,2009,WD,Normal,133000,28,Above Average,60
875,50,RM,52.0,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,455,0,1131,0,0,1,1,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500,0,Above Average,68
876,60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SBrkr,1426,0,2610,0,0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,208,364,0,0,0,0,0,8,2007,New,Partial,303477,364,Good,0
877,20,RL,94.0,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,Y,SBrkr,0,0,1040,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,132250,0,Average,44
878,60,RL,74.0,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SBrkr,762,0,2224,1,0,2,1,4,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,184,0,0,0,0,0,0,6,2009,WD,Normal,350000,0,Good,5
879,85,RL,88.0,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,Y,SBrkr,0,0,1155,1,0,1,0,3,1,Gd,Min2,0,,Detchd,Unf,2,TA,TA,Y,192,0,0,0,0,0,400,6,2010,WD,Normal,148000,0,Above Average,49
880,20,RL,,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,Y,SBrkr,0,0,864,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500,0,Good,31
881,20,RL,60.0,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,0,0,1090,1,0,1,1,2,1,TA,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,49,0,0,0,0,0,6,2007,WD,Normal,157000,49,Average,2
882,50,RL,44.0,13758,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,Y,SBrkr,530,0,1717,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,36,0,0,0,0,0,4,2007,WD,Normal,187500,36,Above Average,17
